code,name,id
12.13.22.2001,Sinunukan I,adm_area_12_13_22_2001
12.13.22.2002,Sinunukan II,adm_area_12_13_22_2002
12.13.22.2003,Sinunukan III,adm_area_12_13_22_2003
12.13.22.2004,Sinunukan IV,adm_area_12_13_22_2004
12.13.22.2005,Bintungan Bejangkar Baru,adm_area_12_13_22_2005
12.13.22.2006,Banjar Aur Utara,adm_area_12_13_22_2006
12.13.22.2007,Kampung Kapas II,adm_area_12_13_22_2007
12.13.22.2008,Airapa,adm_area_12_13_22_2008
12.13.22.2009,Sido Makmur,adm_area_12_13_22_2009
12.13.22.2010,Wido Daren,adm_area_12_13_22_2010
12.13.22.2011,Wono Sari,adm_area_12_13_22_2011
12.13.22.2012,Suka Damai,adm_area_12_13_22_2012
12.13.22.2013,Pasir Putih,adm_area_12_13_22_2013
12.13.22.2014,Sinunukan I Central,adm_area_12_13_22_2014
12.13.23,Naga Juang,adm_area_12_13_23
12.13.23.2001,Tambiski,adm_area_12_13_23_2001
12.13.23.2002,Tarutung Panjang,adm_area_12_13_23_2002
12.13.23.2003,Humbang I,adm_area_12_13_23_2003
12.13.23.2004,Banua Rakyat,adm_area_12_13_23_2004
12.13.23.2005,Sayur Matua,adm_area_12_13_23_2005
12.13.23.2006,Banua Simanosor,adm_area_12_13_23_2006
12.13.23.2007,Tambiski Nauli,adm_area_12_13_23_2007
12.14,KAB. NIAS SELATAN,adm_area_12_14
12.14.01,Lolomatua,adm_area_12_14_01
12.14.01.2002,Hilisangowola,adm_area_12_14_01_2002
12.14.01.2005,Hiliotalua,adm_area_12_14_01_2005
12.14.01.2006,Koendrafo,adm_area_12_14_01_2006
12.14.01.2008,Lawa-lawa Luo,adm_area_12_14_01_2008
12.14.01.2016,Tuhemberua,adm_area_12_14_01_2016
12.14.01.2017,Tesikhori,adm_area_12_14_01_2017
12.14.01.2021,Tumari,adm_area_12_14_01_2021
12.14.01.2023,Ewo,adm_area_12_14_01_2023
12.14.01.2024,Ko'olotano,adm_area_12_14_01_2024
12.14.01.2026,Botohilindruria,adm_area_12_14_01_2026
12.14.01.2027,Caritas Sogawunasi,adm_area_12_14_01_2027
12.14.01.2028,Orudua Lawa-lawa Luo,adm_area_12_14_01_2028
12.14.01.2029,Hilifaondrato,adm_area_12_14_01_2029
12.14.02,Gomo,adm_area_12_14_02
12.14.02.2005,Doli-doli Idanotae,adm_area_12_14_02_2005
12.14.02.2007,Hiliana'a Gomo,adm_area_12_14_02_2007
12.14.02.2015,Lawa-lawa Luo Gomo,adm_area_12_14_02_2015
12.14.02.2017,Lolosoni,adm_area_12_14_02_2017
12.14.02.2023,Orahili Gomo,adm_area_12_14_02_2023
12.14.02.2024,Sifaoro'asi Gomo,adm_area_12_14_02_2024
12.14.02.2035,Tanoniko'o,adm_area_12_14_02_2035
12.14.02.2040,Suka Maju Mohili,adm_area_12_14_02_2040
12.14.02.2041,Orahili Sibohou,adm_area_12_14_02_2041
12.14.02.2042,Gunung Gabungan,adm_area_12_14_02_2042
12.14.02.2043,Umbu Orahua,adm_area_12_14_02_2043
12.14.03,Lahusa,adm_area_12_14_03
12.14.03.2001,Bawolato,adm_area_12_14_03_2001
12.14.03.2002,Bawozihono,adm_area_12_14_03_2002
12.14.03.2003,Bawo'otalua,adm_area_12_14_03_2003
12.14.03.2004,Golambanua I,adm_area_12_14_03_2004
12.14.03.2007,Hilisimaetano Balaekha,adm_area_12_14_03_2007
12.14.03.2009,Lahusa,adm_area_12_14_03_2009
12.14.03.2014,Tetezou,adm_area_12_14_03_2014
12.14.03.2016,Orahili Balaekha,adm_area_12_14_03_2016
12.14.03.2017,Harenoro,adm_area_12_14_03_2017
12.14.03.2018,Sarahililaza,adm_area_12_14_03_2018
12.14.03.2024,Hiliabolata,adm_area_12_14_03_2024
12.14.03.2025,Hiligambukha,adm_area_12_14_03_2025
12.14.03.2026,Sinar Baru Darodaro,adm_area_12_14_03_2026
12.14.03.2027,Hiliorudua,adm_area_12_14_03_2027
12.14.03.2032,Hilizomboi,adm_area_12_14_03_2032
12.14.03.2036,Oikhoda Balaekha,adm_area_12_14_03_2036
12.14.03.2037,Angorudua Balaekha,adm_area_12_14_03_2037
12.14.03.2038,Hilinawalo Balaekha,adm_area_12_14_03_2038
12.14.03.2039,Sobawagoli,adm_area_12_14_03_2039
12.14.03.2040,Lahusa I,adm_area_12_14_03_2040
12.14.03.2041,Hiliwatema,adm_area_12_14_03_2041
12.14.03.2042,Mogae,adm_area_12_14_03_2042
12.14.03.2043,Sinar Baho,adm_area_12_14_03_2043
12.14.04,Hibala,adm_area_12_14_04
12.14.04.2001,Duru,adm_area_12_14_04_2001
12.14.04.2002,Tuwaso,adm_area_12_14_04_2002
12.14.04.2003,Hilioromao,adm_area_12_14_04_2003
12.14.04.2004,Eho,adm_area_12_14_04_2004
12.14.04.2005,Sialema,adm_area_12_14_04_2005
12.14.04.2006,Bowonifaoso,adm_area_12_14_04_2006
12.14.04.2007,Hilianombasela,adm_area_12_14_04_2007
12.14.04.2008,Lumbui Melayu,adm_area_12_14_04_2008
12.14.04.2009,Hiliorodua Tebolo,adm_area_12_14_04_2009
12.14.04.2010,Tebolo Melayu,adm_area_12_14_04_2010
12.14.04.2021,Lumbui Nias,adm_area_12_14_04_2021
12.14.04.2022,Baruyu Sibohou,adm_area_12_14_04_2022
12.14.04.2023,Sepakat,adm_area_12_14_04_2023
12.14.04.2024,Tano Mokinu,adm_area_12_14_04_2024
12.14.04.2025,Hilikana,adm_area_12_14_04_2025
12.14.04.2026,Hilinifaese,adm_area_12_14_04_2026
12.14.04.2027,Omega,adm_area_12_14_04_2027
12.14.05,Pulau-Pulau Batu,adm_area_12_14_05
12.14.05.2001,Hiliotalua,adm_area_12_14_05_2001
12.14.05.2002,Bawodobara,adm_area_12_14_05_2002
12.14.05.2003,Bawo'amahelato,adm_area_12_14_05_2003
12.14.05.2004,Bawo'omasio,adm_area_12_14_05_2004
12.14.05.2005,Loboi,adm_area_12_14_05_2005
12.14.05.2006,Hiliamaodula,adm_area_12_14_05_2006
12.14.05.2007,Baruyu Lasara,adm_area_12_14_05_2007
12.14.05.2008,Sifitu Ewali,adm_area_12_14_05_2008
12.14.05.2009,Rapa-rapa Melayu,adm_area_12_14_05_2009
12.14.05.2010,Sinauru,adm_area_12_14_05_2010
12.14.05.2011,Siofa Ewali,adm_area_12_14_05_2011
12.14.05.2012,Simaluaya,adm_area_12_14_05_2012
12.14.05.2013,Silima Ewali,adm_area_12_14_05_2013
12.14.05.2014,Sidua Ewali,adm_area_12_14_05_2014
12.14.05.2027,Balogia,adm_area_12_14_05_2027
12.14.05.2029,Lasonde,adm_area_12_14_05_2029
12.14.05.2041,Koto,adm_area_12_14_05_2041
12.14.05.1046,Pasar Pulau Tello,adm_area_12_14_05_1046
12.14.05.2048,Onaya,adm_area_12_14_05_2048
12.14.05.2049,Sisarahili,adm_area_12_14_05_2049
12.14.05.2051,Sebuasi,adm_area_12_14_05_2051
12.14.05.2054,Orahili,adm_area_12_14_05_2054
12.14.06,Teluk Dalam,adm_area_12_14_06
12.14.06.2006,Hiligeho,adm_area_12_14_06_2006
12.14.06.2007,Hilitobara,adm_area_12_14_06_2007
12.14.06.1008,Pasar Teluk Dalam,adm_area_12_14_06_1008
12.14.06.2009,Bawonifaoso,adm_area_12_14_06_2009
12.14.06.2010,Bawozaua,adm_area_12_14_06_2010
12.14.06.2011,Hiliganowo,adm_area_12_14_06_2011
12.14.06.2023,Bawodobara,adm_area_12_14_06_2023
12.14.06.2024,Bawolowalani,adm_area_12_14_06_2024
12.14.06.2025,Hilisao'otoniha,adm_area_12_14_06_2025
12.14.06.2026,Hilisondrekha,adm_area_12_14_06_2026
12.14.06.2040,Hiliamuri,adm_area_12_14_06_2040
12.14.06.2042,Hiliana'a,adm_area_12_14_06_2042
12.14.06.2043,Hiliganowo Salo'o,adm_area_12_14_06_2043
12.14.06.2044,Ganowo Saua,adm_area_12_14_06_2044
12.14.06.2045,Nanowa,adm_area_12_14_06_2045
12.14.06.2046,Hililaza,adm_area_12_14_06_2046
12.14.07,Amandraya,adm_area_12_14_07
12.14.07.2004,Sifaoroasi,adm_area_12_14_07_2004
12.14.07.2005,Hilihoru,adm_area_12_14_07_2005
12.14.07.2006,Hilimbulawa,adm_area_12_14_07_2006
12.14.07.2008,Tuindrao,adm_area_12_14_07_2008
12.14.07.2009,Hilimbowo,adm_area_12_14_07_2009
12.14.07.2011,Mohili,adm_area_12_14_07_2011
